UUID,SDATE,CODE,NAME,CLASSIFY,OPEN,CLOSE,HIGH,LOW,VOLUME,AMOUNT,Y_CLOSE,P_CHANGE,P_CHANGE_RATE,TURNOVER,MARKETCAP,FAMC,ZBS
3f669cd2-a099-11e8-8c62-56137984902b,2018/7/18,000001_SSE,上证指数,指数,2801.7774,2787.257,2818.3953,2786.0404,120961165,138557000000.00 ,2798.1259,-10.8689,-0.3884,0,0,0,0
3f669cd3-a099-11e8-8e2b-56137984902b,2018/7/17,000001_SSE,上证指数,指数,2806.8853,2798.1259,2806.9194,2774.7624,105409220,124035000000.00 ,2814.0418,-15.9159,-0.5656,0,0,0,0
3f669cd4-a099-11e8-8669-56137984902b,2018/7/16,000001_SSE,上证指数,指数,2827.0823,2814.0418,2837.5092,2804.4929,107767151,129411000000.00 ,2831.1837,-17.1419,-0.6055,0,0,0,0
3f669cd5-a099-11e8-b2b8-56137984902b,2018/7/13,000001_SSE,上证指数,指数,2831.4284,2831.1837,2835.4627,2818.8484,117689348,146301000000.00 ,2837.6586,-6.4749,-0.2282,0,0,0,0
3f669cd6-a099-11e8-80b1-56137984902b,2018/7/12,000001_SSE,上证指数,指数,2771.0408,2837.6586,2844.1932,2771.0408,146980200,170319000000.00 ,2777.7711,59.8875,2.156,0,0,0,0
3f669cd7-a099-11e8-8fe8-56137984902b,2018/7/11,000001_SSE,上证指数,指数,2780.7043,2777.7711,2794.3596,2752.435,126821149,138318000000.00 ,2827.6252,-49.8541,-1.7631,0,0,0,0
3f669cd8-a099-11e8-b53d-56137984902b,2018/7/10,000001_SSE,上证指数,指数,2819.7121,2827.6252,2828.4926,2800.6251,117062748,132633000000.00 ,2815.1095,12.5157,0.4446,0,0,0,0
3f669cd9-a099-11e8-84c2-56137984902b,2018/7/9,000001_SSE,上证指数,指数,2752.4466,2815.1095,2815.79,2752.4466,121549309,135655000000.00 ,2747.2285,67.881,2.4709,0,0,0,0
3f669cda-a099-11e8-ae26-56137984902b,2018/7/6,000001_SSE,上证指数,指数,2731.3532,2747.2285,2768.8737,2691.0208,136294380,148193000000.00 ,2733.8819,13.3466,0.4882,0,0,0,0
3f669cdb-a099-11e8-9e0c-56137984902b,2018/7/5,000001_SSE,上证指数,指数,2755.3394,2733.8819,2777.5227,2727.9399,129226112,132994000000.00 ,2759.126,-25.2441,-0.9149,0,0,0,0
3f669cdc-a099-11e8-a16b-56137984902b,2018/7/4,000001_SSE,上证指数,指数,2776.6324,2759.126,2793.179,2754.1552,123262181,131016000000.00 ,2786.8878,-27.7618,-0.9962,0,0,0,0
3f669cdd-a099-11e8-97e3-56137984902b,2018/7/3,000001_SSE,上证指数,指数,2774.5701,2786.8878,2786.8878,2722.4485,142498466,161668000000.00 ,2775.557,11.3308,0.4082,0,0,0,0
3f669cde-a099-11e8-b843-56137984902b,2018/7/2,000001_SSE,上证指数,指数,2841.5795,2775.557,2845.6801,2756.815,137035034,147563000000.00 ,2847.4181,-71.8611,-2.5237,0,0,0,0
3f669cdf-a099-11e8-a846-56137984902b,2018/6/29,000001_SSE,上证指数,指数,2789.8111,2847.4181,2848.3721,2782.3811,125671685,135652000000.00 ,2786.8966,60.5215,2.1716,0,0,0,0
3f669ce0-a099-11e8-8fcb-56137984902b,2018/6/28,000001_SSE,上证指数,指数,2799.9039,2786.8966,2825.9872,2782.4464,118357907,129687000000.00 ,2813.1775,-26.2809,-0.9342,0,0,0,0
3f669ce1-a099-11e8-8789-56137984902b,2018/6/27,000001_SSE,上证指数,指数,2842.3958,2813.1775,2854.2579,2798.7997,129420833,142413000000.00 ,2844.5081,-31.3306,-1.1014,0,0,0,0
3f669ce2-a099-11e8-a775-56137984902b,2018/6/26,000001_SSE,上证指数,指数,2829.9947,2844.5081,2850.24,2803.7851,125918468,138447000000.00 ,2859.3364,-14.8283,-0.5186,0,0,0,0
3f669ce3-a099-11e8-874e-56137984902b,2018/6/25,000001_SSE,上证指数,指数,2903.4495,2859.3364,2908.624,2857.8709,121917687,132350000000.00 ,2889.7603,-30.4239,-1.0528,0,0,0,0
3f669ce4-a099-11e8-adeb-56137984902b,2018/6/22,000001_SSE,上证指数,指数,2855.5849,2889.7603,2891.9685,2837.1444,126143129,127161000000.00 ,2875.8099,13.9504,0.4851,0,0,0,0
3f669ce5-a099-11e8-a760-56137984902b,2018/6/21,000001_SSE,上证指数,指数,2912.0032,2875.8099,2940.5863,2872.6189,154378332,159713000000.00 ,2915.7314,-39.9215,-1.3692,0,0,0,0
3f669ce6-a099-11e8-990a-56137984902b,2018/6/20,000001_SSE,上证指数,指数,2889.984,2915.7314,2925.5611,2872.1629,144301420,153334000000.00 ,2907.8221,7.9093,0.272,0,0,0,0
3f669ce7-a099-11e8-84b5-56137984902b,2018/6/19,000001_SSE,上证指数,指数,2982.6504,2907.8221,2984.9706,2871.3548,230550067,241204000000.00 ,3021.9008,-114.0787,-3.7751,0,0,0,0
3f669ce8-a099-11e8-bac4-56137984902b,2018/6/15,000001_SSE,上证指数,指数,3037.4522,3021.9008,3048.7967,3008.7324,144532571,162196000000.00 ,3044.1597,-22.2589,-0.7312,0,0,0,0
